constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, -5, -5, -5], [3.0, 5, 5, 5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0]
Optimizer(): evals/step: 100
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  3  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  0.000000  0.000000  0.000000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p00w03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    76       40.20      2.87082   2.33376   1.78113  -4.67769        90.04     66.60     68.30     32.99      2.94     -9.66     20.66     44.87     79.62      5.66 
    77       39.06      2.86438   2.63912   1.62884  -4.46066        88.70     62.53     71.90     24.03      1.67     -8.10     21.82     49.73     72.96      5.40 
    78       38.20      2.76706   1.87341   2.28116  -4.11548        85.04     62.48     63.72     21.20      3.28    -13.99     21.48     51.21     79.92      7.69 
    79       38.68      2.60314   1.81291   1.77562  -4.07280        80.96     62.03     63.74     22.19      5.72    -10.46     24.63     46.52     81.66      9.80 
    80       39.30      2.75961   2.00236   1.49717  -4.27008        87.78     70.01     63.94     27.39    -10.39     -8.61     23.98     47.24     81.76      9.91 
    81       39.62      2.61287   1.54990   1.71001  -4.13747        85.26     68.36     69.32     23.49     -3.39     -9.18     23.14     46.51     86.28      6.43 
    82       39.59      2.60498   1.37398   1.92514  -4.06293        85.38     65.75     63.48     23.89      1.44    -11.34     23.20     47.48     87.73      8.86 
    83       40.74      2.55526   1.27580   2.05075  -4.33383        89.22     69.32     71.20     32.19     -9.11     -9.02     21.94     42.96     90.83      7.88 
    84       40.57      2.60019   1.01660   2.09525  -4.61695        87.08     73.16     68.60     31.60     -2.67     -9.93     25.01     35.44     90.63      6.75 
    85       42.31      2.53493   1.12924   2.09839  -4.21673        88.68     70.76     68.14     32.99     -0.89    -10.38     27.78     46.07     92.12      7.87 
    86       41.84      2.56129   1.09094   1.95063  -3.90399        89.52     70.92     67.12     22.24     11.67     -9.16     21.06     49.18     89.16      6.70 
    87       40.66      2.55255   1.07605   1.71636  -3.95769        85.26     70.81     71.38     19.79      3.22    -10.66     23.22     43.97     90.74      8.88 
    88       39.00      2.51961   1.31886   1.58824  -4.02292        80.70     70.07     63.00     23.01     -3.72     -7.48     24.10     42.42     90.08      7.78 
    89       40.16      2.52512   0.78886   1.52444  -4.12087        84.74     71.45     68.02     22.72      3.94    -12.28     22.95     39.38     90.08     10.56 
    90       41.60      2.58415   1.25034   1.55922  -4.17187        84.40     67.17     70.92     29.71      7.11     -8.42     25.60     38.95     91.02      9.59 
    91       40.58      2.61750   1.17491   1.69106  -3.92520        87.36     64.93     73.74     21.07     -1.00     -8.84     22.25     49.52     87.73      9.07 
    92       41.18      2.59895   1.22173   1.59400  -4.18142        87.70     68.60     70.68     27.55      1.56     -8.08     21.70     42.87     90.03      9.23 
    93       41.27      2.59295   1.23275   1.64213  -4.20098        87.60     70.79     66.16     23.76     -0.11     -5.19     28.90     42.88     88.77      9.14 
    94       41.19      2.60089   1.25165   1.60244  -4.19406        88.20     73.27     65.94     24.88      2.72     -9.50     23.69     43.73     88.55     10.38 
    95       40.79      2.59687   1.21588   1.57903  -4.19759        83.50     74.15     67.82     23.81     -0.67     -9.10     24.09     41.42     90.38     12.49 
    96       43.06      2.60582   1.27968   1.58631  -4.16563        86.08     72.71     69.72     34.61      9.50     -8.31     24.33     43.67     88.00     10.31 
    97       41.56      2.60283   1.28547   1.61108  -4.11926        88.46     72.08     66.82     25.23     11.39    -14.52     25.67     40.32     90.94      9.19 
    98       42.12      2.61040   1.26857   1.59058  -4.19306        89.78     68.93     69.18     23.55      6.00     -6.75     24.71     45.51     91.45      8.81 
    99       41.04      2.61538   1.26259   1.60553  -4.14065        87.22     69.23     68.44     22.24      0.50     -2.88     25.02     45.29     86.91      8.43 
   100       42.16      2.61919   1.23519   1.63586  -4.11938        89.54     66.68     71.70     25.52      3.00     -8.67     25.64     46.57     90.91     10.75 
   101       39.45      2.60059   1.25693   1.60386  -4.17129        83.28     70.43     65.68     19.41      3.22    -10.05     21.37     43.12     88.07      9.93 
   102       41.74      2.60582   1.27968   1.58631  -4.16563        87.12     72.56     64.22     23.36     12.11     -6.35     23.53     41.24     90.93      8.69 
   103       31.00      2.26722  -0.65188  -0.65047  -3.54219        90.66     82.88     72.16     44.27     15.00     -8.37     -1.12     18.10      3.76     -7.29 
   104       39.71      2.91318   0.18815  -0.88684  -4.23419        84.20     77.64     74.02     29.55     11.33     -6.58     25.73     21.34     89.09     -9.19 
   105       18.19      2.31300  -1.74008  -2.43325  -3.52751        92.22     83.56     64.02     28.77    -49.22     -7.37    -18.83     13.72    -39.94     14.99 
   106       24.42      2.16127  -0.87250  -2.96595  -2.14247        90.68     84.23     68.08     38.75    -58.50     -2.78     -9.11     19.09      0.10     13.70 
   107       10.06      1.84826  -2.47505  -4.86108  -0.91352        92.00     37.48     41.98    -10.69    -54.78     -0.91      2.06      9.16    -30.53     14.78 
   108        6.47      2.07945  -4.14768  -3.82584  -3.04311        86.50      0.16     57.16     -8.48    -49.06     -4.47     -1.19     14.43    -42.36     12.03 
   109        2.81      1.58493  -4.04170  -3.11825  -1.68275        66.34    -10.47     55.88     -8.03    -56.78     -3.60      1.12     10.22    -44.09     17.48 
   110       -2.59      0.89087  -4.46443  -2.92849  -2.80398        54.82    -11.64     16.24     -9.39    -61.06     -1.34      0.06      8.87    -37.02     14.59 
   111       -3.39      1.01342  -2.01682  -4.40580  -1.68022        38.76    -10.61     17.22     -4.03    -66.72      0.35      1.75      5.57    -33.86     17.69 
   112       -2.64      0.82533  -2.31676  -4.50430  -4.16262        39.88     -1.21     11.18      2.88    -59.44     -2.04      0.48      7.51    -42.26     16.65 
   113        1.41      1.36209  -2.39721  -3.07938  -2.84851        58.06     -5.15     42.40     -5.09    -58.33     -0.84      1.27     10.90    -44.94     15.87 
   114        3.40      1.17221  -4.11879  -1.69710  -2.13639        57.32      3.89     64.04     -9.17    -66.17     -0.16     -1.07     10.58    -40.65     15.38 
   115        7.61      1.44604  -3.58767  -2.71663  -3.01274        74.54      5.09     54.60      2.72    -54.17      1.28      1.94     11.68    -36.52     14.95 
   116        0.39      0.96871  -2.64958  -1.67567  -3.32706        55.54     -6.39     36.32     -0.72    -54.17     -1.87     -1.52      7.17    -44.68     14.22 
   117        1.06      1.95369  -4.57757  -4.82249  -4.84904        72.78     -2.12     33.42    -11.49    -53.72      0.21     -1.59      5.88    -45.77     12.98 
   118       -3.80      1.24024  -2.08197  -4.50865  -3.66288        52.06    -17.47      5.80     -8.75    -56.83     -2.04      0.94      8.96    -35.98     15.30 
   119       29.69      1.54807  -1.62350  -0.90904  -3.26317        90.86     88.61     73.44     38.27     10.33     -4.88    -11.90     15.75    -17.41     13.85 
   120       24.07      1.16147  -1.33780   0.33761  -3.79438        88.02     91.61     67.20     27.55     10.33     -2.35    -13.98     15.02    -44.71      1.98 
   121       32.39      0.90026  -1.26526   2.42672  -1.60594        89.26     83.73     74.44     31.68      3.44     -6.19    -14.15     41.75      2.76     17.16 
   122       44.60      1.30257  -1.34335   3.13450  -1.51901        86.64     74.25     66.38     19.47      2.67      3.47     33.93     59.80     86.98     12.38 
   123       46.83      1.86719  -2.23687   2.42017  -0.70070        79.42     63.04     44.06      4.16     -4.00     67.35     46.31     61.09     88.94     17.94 
   124       29.61      1.73374  -3.94902   2.34870  -0.33989        80.08     77.11     38.30     21.28     -7.50     69.41    -14.51     61.03    -19.44     -9.64 
   125       27.44      1.55925  -3.92089   2.63492  -1.96995        89.44     88.73     63.34     40.93      6.56     -3.72     -4.99     51.40    -55.27     -2.04 
   126       23.91      2.06126  -3.91939   3.08289  -3.22394        85.24     83.48     69.40     34.32      7.78     -5.00    -14.56     42.49    -49.31    -14.78 
   127       23.12      1.92331  -4.30968   4.57768  -4.71621        90.58     91.28     70.08     37.52     -5.33     -7.72    -12.49     15.97    -30.60    -18.07 
   128       41.02      2.50331  -2.45165   4.33527  -4.11382        85.84     75.29     62.32     35.28      1.72    -10.00      7.87     53.11     88.89      9.88 
   129       41.58      2.15862  -1.86054   2.99921  -2.95064        88.06     77.05     63.76     29.57     -7.78    -10.35     18.67     55.53     87.43     13.83 
   130       43.51      2.41862  -2.89067   3.98593  -2.30403        76.90     70.32     53.24     12.91     -1.33     36.44     30.26     59.56     85.57     11.27 
   131       33.10      2.06100  -3.31066   2.17472  -0.70672        74.56     67.41     40.12      3.52      0.72     65.68     40.39     59.53    -47.91     26.95 
   132       42.75      2.97688  -1.42661   4.88999  -3.22124        77.74     59.57     47.44     15.87     10.56     33.35     28.69     59.29     90.70      4.33 
   133       42.59      2.65111  -1.99410   3.84232  -3.90701        88.88     75.88     63.02     30.11      0.06     -6.91     21.30     54.32     86.71     12.55 
   134       30.18      2.67903  -2.48443   2.42176  -4.31737        87.22     78.96     71.82     38.88      3.67    -10.35    -15.80     37.01     -9.10     19.51 
   135       32.75      2.50515  -3.40351   3.51369  -2.83312        81.98     76.85     60.82     27.92      2.39      7.05     -2.33     58.20      1.30     13.33 
   136       40.35      2.57087  -1.10485   3.42210  -3.92765        83.90     75.55     63.06     22.83    -11.72     -6.08     26.83     51.00     87.47     10.63 
   137       42.87      2.61509  -1.46544   2.85340  -2.97690        85.82     71.93     58.06     28.80     -1.72     -1.91     31.34     57.15     88.52     10.67 
   138       38.75      2.25377  -2.16650   1.19969  -1.42067        86.50     70.37     53.60     18.88     -3.94     40.25     35.67     61.17      0.02     24.96 
   139       41.16      2.18299  -1.89237   2.72536  -3.16848        83.34     82.72     66.52     30.99      1.28     -9.25      7.40     50.36     87.24     11.01 
   140       40.26      2.51559  -1.10235   4.44617  -4.25724        82.02     70.67     58.08     27.68     -1.33    -10.67     24.88     52.43     91.12      7.74 
   141       41.83      2.39908  -0.35242   1.82207  -2.65600        87.30     68.84     61.84     16.91     -3.83     -3.52     30.79     57.93     90.29     11.75 
   142       46.82      2.24886   0.39980   0.65507  -1.46631        86.68     59.64     59.76     13.28      1.39     47.03     38.61     60.15     91.07     10.60 
   143       40.79      2.02206  -0.27285  -0.50330  -2.80825        88.78     84.91     75.72     32.08     15.44     -6.61     18.92     25.90     90.12    -17.37 
   144       34.49      2.37425  -1.59816  -1.48549  -3.00950        93.18     87.07     73.66     65.20      6.89     -5.39    -16.43     19.07      5.65     15.97 
   145       39.18      2.37599   0.01952  -0.95106  -4.07761        89.88     81.16     71.24     38.99     14.44     -7.70     15.68     15.18     88.77    -15.83 
   146       30.70      1.98745  -0.80932  -1.55457  -4.33202        95.50     88.21     74.68     31.28      8.94     -2.54    -18.94     15.42      0.26     14.15 
   147       27.73      2.48894  -1.14754  -0.04100  -4.22832        89.18     84.69     68.46     37.68     15.39     -6.72    -13.28     14.98     -0.85    -12.27 
   148       41.38      2.38897   0.16501  -2.09586  -3.73729        94.58     80.91     78.76     41.55     12.89     -5.28     10.25     13.93     87.18     -0.96 
   149       23.13      2.23895   0.19237  -2.56139  -4.15655        88.54     84.08     68.80     40.24    -61.61     -5.83    -15.11     14.22      2.53     15.46 
   150       43.39      2.80793   0.15945  -0.75670  -3.64346        86.46     74.83     69.94     29.52     19.33     -6.32     29.81     31.75     84.89     13.74 
   151       40.68      2.70820   1.30663   0.48581  -4.08388        88.46     68.99     68.32     27.81      3.28     -8.89     21.06     36.04     89.03     12.71 
   152       43.03      2.88395  -1.16465  -0.96227  -2.45731        85.52     74.29     67.56     30.05      8.11      5.89     29.72     54.56     86.43    -11.84 
   153       43.15      2.53338   0.52891   0.09450  -2.85033        87.60     66.15     70.10     32.24     -6.00     -8.86     32.24     50.38     93.41     14.22 
   154       44.06      2.20353   0.12295   0.02052  -3.63070        89.24     78.31     77.98     39.68      8.00     -5.70     24.31     17.80     86.68     24.33 
   155       28.07      1.94256  -0.82976   0.29958  -3.67919        92.24     84.95     75.44     39.07     15.22     -5.75    -18.32     16.68     -1.80    -17.06 
   156       46.53      2.29963   0.63536  -1.01125  -2.54520        89.32     73.17     76.30     30.51     19.50     -6.84     30.94     42.49     88.79     21.09 
   157       44.96      2.61301   0.82686  -0.29934  -2.86413        87.88     68.95     72.90     29.73      9.67     -4.50     28.13     50.52     92.35     13.94 
